T16,Balance of payments summary,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
430,Liberia,2019,Balance of Payments: Current account (millions of US dollars),-653,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
430,Liberia,1985,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
430,Liberia,2010,Balance of Payments: Capital account (millions of US dollars),"2,136",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
430,Liberia,2015,Balance of Payments: Capital account (millions of US dollars),100,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
430,Liberia,2019,Balance of Payments: Capital account (millions of US dollars),272,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
430,Liberia,1985,Balance of Payments: Financial account (millions of US dollars),6,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
430,Liberia,2010,Balance of Payments: Financial account (millions of US dollars),"-1,488",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
430,Liberia,2015,Balance of Payments: Financial account (millions of US dollars),-463,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
430,Liberia,2019,Balance of Payments: Financial account (millions of US dollars),-224,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
434,Libya,1985,Balance of Payments: Current account (millions of US dollars),"1,906",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
434,Libya,1995,Balance of Payments: Current account (millions of US dollars),"1,672",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
434,Libya,2010,Balance of Payments: Current account (millions of US dollars),"16,801",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
434,Libya,2015,Balance of Payments: Current account (millions of US dollars),"-9,346",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
434,Libya,2019,Balance of Payments: Current account (millions of US dollars),"4,125",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
434,Libya,1985,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
434,Libya,2010,Balance of Payments: Capital account (millions of US dollars),0,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
434,Libya,1985,Balance of Payments: Financial account (millions of US dollars),"1,578",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
434,Libya,1995,Balance of Payments: Financial account (millions of US dollars),"1,908",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
434,Libya,2010,Balance of Payments: Financial account (millions of US dollars),"14,509",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
434,Libya,2015,Balance of Payments: Financial account (millions of US dollars),"-7,214",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
434,Libya,2019,Balance of Payments: Financial account (millions of US dollars),276,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
440,Lithuania,1995,Balance of Payments: Current account (millions of US dollars),-614,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
440,Lithuania,2010,Balance of Payments: Current account (millions of US dollars),73,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
440,Lithuania,2015,Balance of Payments: Current account (millions of US dollars),"-1,014",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
440,Lithuania,2019,Balance of Payments: Current account (millions of US dollars),"1,895",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
440,Lithuania,2020,Balance of Payments: Current account (millions of US dollars),"4,162",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
440,Lithuania,2021,Balance of Payments: Current account (millions of US dollars),937,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
440,Lithuania,1995,Balance of Payments: Capital account (millions of US dollars),-39,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
440,Lithuania,2010,Balance of Payments: Capital account (millions of US dollars),"1,412",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
440,Lithuania,2015,Balance of Payments: Capital account (millions of US dollars),"1,268",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
440,Lithuania,2019,Balance of Payments: Capital account (millions of US dollars),921,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
440,Lithuania,2020,Balance of Payments: Capital account (millions of US dollars),984,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
440,Lithuania,2021,Balance of Payments: Capital account (millions of US dollars),950,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
440,Lithuania,1995,Balance of Payments: Financial account (millions of US dollars),-366,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
440,Lithuania,2010,Balance of Payments: Financial account (millions of US dollars),961,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
440,Lithuania,2015,Balance of Payments: Financial account (millions of US dollars),915,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
440,Lithuania,2019,Balance of Payments: Financial account (millions of US dollars),"2,167",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
440,Lithuania,2020,Balance of Payments: Financial account (millions of US dollars),"4,356",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
440,Lithuania,2021,Balance of Payments: Financial account (millions of US dollars),"1,776",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
442,Luxembourg,2010,Balance of Payments: Current account (millions of US dollars),"3,268",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
442,Luxembourg,2015,Balance of Payments: Current account (millions of US dollars),"2,921",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
442,Luxembourg,2019,Balance of Payments: Current account (millions of US dollars),"3,306",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
442,Luxembourg,2020,Balance of Payments: Current account (millions of US dollars),"3,091",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
442,Luxembourg,2021,Balance of Payments: Current account (millions of US dollars),"4,322",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
442,Luxembourg,2010,Balance of Payments: Capital account (millions of US dollars),-167,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
442,Luxembourg,2015,Balance of Payments: Capital account (millions of US dollars),-166,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
442,Luxembourg,2019,Balance of Payments: Capital account (millions of US dollars),-67,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
442,Luxembourg,2020,Balance of Payments: Capital account (millions of US dollars),-78,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
442,Luxembourg,2021,Balance of Payments: Capital account (millions of US dollars),-10,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
442,Luxembourg,2010,Balance of Payments: Financial account (millions of US dollars),"3,100",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2022."
